Player,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive Awareness,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Position
rodolfo-cota,12,12,14,26,13,15,15,12,31,25,59,56,52,73,60,50,69,36,80.0,16,29,14,11,55,25,65,25,13,12,75,70,67,79,79,Goal Keeper
omer-toprak,49,33,78,70,47,66,44,33,68,68,65,71,63,76,61,62,82,60,77.0,29,70,75,36,59,43,78,79,80,76,11,8,11,12,15,Midfielder/Defender
maxi-moralez,75,70,56,74,70,78,76,70,74,80,79,59,78,75,76,69,30,73,33.0,72,65,45,76,78,72,76,48,59,51,6,5,14,14,9,Forward
max-alain-gradel,68,78,65,73,67,78,74,72,67,79,80,76,79,76,75,75,72,70,59.0,78,59,51,77,78,75,79,31,40,35,11,12,8,10,12,Midfielder/Defender
diego-godin,52,42,82,74,47,51,49,49,68,70,48,50,52,70,53,67,90,60,80.0,43,80,73,52,53,50,77,72,74,72,6,8,15,5,15,Midfielder/Defender
stevan-jovetic,72,76,74,80,79,79,84,74,64,81,64,57,77,77,70,80,73,45,71.0,77,50,30,79,78,78,78,31,32,30,9,7,5,9,10,Forward
willian-borges-da-silva,75,73,31,78,59,80,82,82,71,79,77,68,82,75,80,82,32,51,56.0,78,45,55,76,78,79,77,43,55,50,14,12,13,7,13,Midfielder/Defender
seamus-coleman,75,61,65,77,64,77,65,53,69,75,66,64,70,76,74,74,71,65,68.0,66,80,77,70,70,55,82,76,80,79,5,15,10,13,7,Midfielder/Defender
juan-manuel-mata-garcia,78,70,56,81,71,77,85,84,74,82,55,44,74,73,85,69,58,50,34.0,69,46,39,81,81,80,83,38,31,21,9,10,14,5,8,Forward
miguel-luis-pinto-veloso,82,61,67,84,70,73,83,79,83,84,45,44,63,70,75,80,65,60,69.0,79,72,62,63,80,73,81,52,72,70,16,7,9,8,15,Midfielder/Defender
hector-moreno,62,43,82,73,55,54,48,28,68,68,58,52,59,73,60,64,72,64,72.0,44,77,73,46,58,63,69,80,75,75,12,15,14,9,10,Midfielder/Defender
sergio-romero,11,14,12,44,17,12,12,13,47,40,47,44,55,75,44,56,63,31,74.0,11,33,21,11,56,16,62,14,11,15,76,73,75,74,78,Goal Keeper
fraser-forster,19,13,13,27,19,20,10,19,36,33,26,35,44,70,42,50,69,29,80.0,12,44,22,13,48,22,54,11,13,12,76,72,67,75,81,Goal Keeper
tim-krul,13,11,19,31,16,13,13,15,45,25,40,35,44,72,42,53,74,36,63.0,14,36,15,8,50,20,52,14,17,14,75,73,71,75,79,Goal Keeper
lorenzo-de-silvestri,77,64,78,74,58,74,65,62,71,75,65,78,65,74,58,74,73,74,78.0,70,71,72,74,65,52,72,72,73,73,15,11,10,14,14,Midfielder/Defender
radamel-falcao-garcia-zarate,55,78,83,76,77,72,78,70,60,77,55,48,72,78,78,75,87,55,69.0,73,73,41,81,63,81,79,32,42,19,10,13,6,9,5,Forward
fabio-quagliarella,66,77,68,77,85,79,78,75,73,81,53,68,71,76,76,83,67,54,71.0,81,44,26,82,75,85,76,35,21,15,6,7,5,4,4,Forward
lucas-biglia,74,52,54,82,78,76,71,76,79,80,34,33,69,70,84,77,56,61,58.0,74,75,75,50,76,71,80,76,78,74,14,12,7,12,7,Midfielder/Defender
jorge-molina-vidal,52,81,80,78,80,70,62,59,57,75,31,34,31,84,30,84,42,31,89.0,75,77,41,85,72,70,79,45,32,19,6,14,8,13,14,Forward
joe-hart,14,14,10,35,19,23,17,13,38,22,55,56,52,74,32,51,66,40,76.0,19,34,25,12,55,30,64,16,14,13,72,76,68,75,77,Goal Keeper
dejon-cockburn,58,80,60,73,73,76,58,54,61,79,64,73,73,75,67,80,53,64,80.0,78,39,33,75,58,64,65,24,28,21,12,11,14,8,7,Forward
ozzie-kukoc,76,61,52,76,53,75,67,53,72,77,82,78,76,68,82,66,59,73,57.0,58,42,71,73,71,58,65,66,70,65,13,6,9,12,11,Midfielder/Defender
tom-obrien,15,12,14,32,8,15,25,13,28,22,38,44,37,64,33,54,55,36,68.0,10,31,16,11,45,17,42,14,16,11,77,74,72,74,78,Goal Keeper
federico-gatti,34,30,74,63,32,55,34,36,57,55,63,69,51,72,51,54,83,67,79.0,29,76,76,27,40,43,76,76,78,76,6,11,11,11,6,Midfielder/Defender
vitor-manuel-carvalho-oliveira,58,76,75,66,70,75,55,48,59,74,79,77,72,75,76,80,80,78,80.0,69,86,36,73,64,65,69,23,26,20,5,8,6,9,15,Forward
jakub-pesek,75,69,44,68,57,76,64,68,64,76,87,86,88,71,84,72,65,76,38.0,68,41,25,74,70,60,69,30,23,24,12,9,7,14,8,Midfielder/Defender
ivan-schranz,69,75,75,68,75,74,66,60,62,75,81,85,70,73,72,78,73,82,76.0,76,74,65,77,69,65,71,61,67,62,6,15,7,9,6,Midfielder/Defender
ales-mandous,11,9,13,33,8,14,12,13,35,19,20,18,21,66,33,59,42,25,73.0,5,23,13,7,41,13,33,6,12,11,76,75,79,73,77,Goal Keeper
miguel-crespo-da-silva,66,60,65,76,57,76,73,64,73,73,70,66,77,76,65,72,67,93,77.0,66,83,78,68,72,65,74,71,76,73,11,8,8,15,8,Midfielder/Defender
tino-livramento,68,47,55,73,41,74,64,51,57,72,82,83,78,72,79,47,66,74,62.0,46,70,75,60,57,41,66,67,74,71,10,12,8,13,13,Midfielder/Defender
nicola-zalewski,72,58,45,75,59,78,64,57,63,76,85,86,75,68,75,72,57,71,45.0,46,57,50,71,69,63,63,59,57,52,10,5,7,8,15,Midfielder/Defender
gabriel-veron-fonseca-de-souza,67,71,40,72,58,81,62,50,69,79,85,86,84,70,68,63,48,57,55.0,66,40,34,68,67,64,70,23,23,29,6,11,6,12,15,Midfielder/Defender
malo-gusto,77,44,57,71,52,71,73,36,62,72,85,88,72,70,75,60,68,82,65.0,46,74,66,69,64,45,72,65,71,72,10,6,14,8,11,Midfielder/Defender
victor-chust-garcia,28,28,73,76,30,41,27,30,58,73,68,71,38,69,57,32,74,58,73.0,26,69,75,41,35,35,68,77,78,76,7,9,6,14,11,Midfielder/Defender
nicolas-seiwald,70,58,63,75,58,70,69,60,77,74,74,73,77,78,73,70,75,91,65.0,66,73,75,68,74,54,69,70,75,70,5,8,7,14,7,Midfielder/Defender
josip-juranovic,76,57,57,73,57,73,70,67,68,72,85,87,82,71,82,78,59,82,61.0,62,72,67,69,74,80,72,71,75,68,12,9,10,15,11,Midfielder/Defender
ansgar-knauff,70,63,48,75,61,80,68,43,56,76,88,87,79,70,75,63,64,72,52.0,62,54,52,72,71,41,65,55,48,44,8,13,13,14,7,Midfielder/Defender
joao-mario-neto-lopes,78,60,69,70,54,75,57,47,63,75,87,85,78,72,75,68,67,74,60.0,61,58,70,70,67,67,65,67,68,68,9,5,10,10,12,Midfielder/Defender
alejandro-baena-rodriguez,69,75,58,76,68,75,68,65,71,75,77,76,78,71,68,75,40,68,58.0,73,70,59,76,75,63,68,59,61,58,6,11,8,12,11,Midfielder/Defender
tiago-b-de-melo-tomas,42,73,67,69,63,78,65,41,59,78,84,89,77,75,79,75,63,78,69.0,60,61,40,78,58,70,67,35,37,17,8,14,9,13,7,Forward
amadou-onana,61,57,67,76,51,73,58,42,74,75,68,78,63,72,50,72,67,75,80.0,58,71,72,65,70,40,70,69,75,75,7,12,12,9,10,Midfielder/Defender
warmed-omari,44,25,77,73,31,59,44,32,64,68,63,66,48,71,54,52,72,70,75.0,33,70,76,34,51,41,69,77,79,76,9,7,13,10,14,Midfielder/Defender
nicholas-williams-arthuer,73,75,68,72,52,80,64,57,59,74,90,92,88,68,74,69,66,68,61.0,66,36,40,65,59,62,69,36,20,18,9,13,12,12,14,Midfielder/Defender
facundo-farias,64,69,63,73,71,83,69,49,72,80,91,82,90,72,91,82,57,73,69.0,70,72,29,75,69,74,80,33,43,37,6,13,6,6,13,Forward
armando-broja,40,77,69,65,64,78,53,36,47,76,69,84,68,73,63,80,62,69,83.0,61,67,20,76,58,74,72,23,33,23,9,7,15,8,9,Forward
kamaldeen-sulemana,66,72,42,70,62,80,70,50,58,79,92,93,89,62,88,70,77,70,60.0,65,52,26,68,68,56,75,30,25,25,6,13,7,12,14,Forward
nicolas-gonzalez-iglesias,62,63,68,82,51,74,50,59,76,75,64,68,64,75,54,66,68,72,82.0,61,80,75,70,78,54,74,72,76,68,14,14,10,12,7,Midfielder/Defender
kenneth-taylor,74,68,55,78,62,76,75,75,78,77,84,69,76,71,69,75,49,70,67.0,70,68,64,73,78,56,77,66,66,63,9,12,10,6,7,Midfielder/Defender
oscar-dorley,74,52,63,78,54,74,75,67,75,76,84,82,88,71,85,55,78,83,59.0,58,72,68,59,72,62,73,69,69,71,11,6,8,13,5,Midfielder/Defender
matias-vina,72,65,56,74,55,74,68,63,67,74,82,81,79,69,77,64,77,81,65.0,60,55,67,66,64,47,68,68,71,71,6,10,15,9,11,Midfielder/Defender
hicham-boudaoui,64,68,71,76,51,78,73,58,68,77,75,74,78,74,77,65,71,80,66.0,62,73,70,72,72,54,74,71,74,69,7,6,7,13,8,Midfielder/Defender
mike-tresor,76,68,29,74,64,80,74,58,60,77,84,75,88,70,75,69,57,69,46.0,66,44,35,67,79,72,74,31,25,27,14,9,12,11,12,Midfielder/Defender
luka-ivanusec,65,66,51,75,72,85,63,70,72,76,88,77,79,75,94,76,60,78,70.0,74,74,59,68,73,74,76,60,60,49,6,11,13,10,14,Midfielder/Defender
tiago-emanuel-embalo-djalo,57,36,70,69,35,62,53,32,65,67,79,83,65,73,49,59,69,70,84.0,38,74,75,51,56,47,69,76,78,75,9,9,9,7,6,Midfielder/Defender
alan-velasco,70,65,55,70,59,82,75,67,68,77,87,79,91,71,90,73,57,73,52.0,72,69,52,72,71,56,81,45,60,52,8,7,12,10,7,Forward
daniel-santos-braganca,68,67,49,76,63,79,76,64,78,80,79,81,92,72,91,66,65,70,60.0,64,59,61,73,80,66,78,64,68,69,6,12,14,11,11,Midfielder/Defender
karim-adeyemi,63,77,62,69,71,78,67,62,64,75,94,92,88,69,81,76,88,74,74.0,75,51,23,75,68,73,73,18,19,25,12,12,7,12,7,Forward
samuel-dias-lino,62,74,58,74,62,77,58,46,65,76,84,79,79,76,78,74,59,84,58.0,63,53,40,73,69,72,71,22,22,25,12,9,14,9,6,Midfielder/Defender
brennan-johnson,72,76,58,67,68,78,64,43,63,74,87,89,88,65,66,70,40,78,52.0,67,48,23,68,71,67,70,41,42,53,14,7,13,5,13,Forward
jean-lucas-de-souza-oliveira,70,66,62,77,58,76,72,56,75,76,75,73,74,73,71,77,55,78,72.0,74,73,68,75,73,47,75,66,72,66,12,7,14,13,11,Midfielder/Defender
joel-graterol,12,9,14,15,8,13,11,14,26,18,30,16,34,70,48,53,83,27,46.0,6,20,13,5,64,16,39,11,12,14,75,72,70,76,76,Goal Keeper
aaron-hickey,72,48,62,73,56,74,62,40,69,75,79,75,74,69,64,64,64,81,51.0,61,47,67,59,67,48,72,70,74,73,13,14,8,13,5,Midfielder/Defender
nathan-collins,50,29,74,66,22,60,39,25,64,65,64,77,46,73,53,46,77,72,79.0,19,76,74,24,39,35,73,76,78,75,9,10,6,13,9,Midfielder/Defender
jon-moncayola-tollar,66,67,50,79,50,70,56,49,77,73,63,62,67,76,65,65,51,70,64.0,66,73,77,74,77,49,73,70,79,76,7,7,11,11,14,Midfielder/Defender
agustin-palavecino,73,68,53,76,57,80,75,73,75,79,82,73,81,74,75,79,56,68,61.0,78,70,64,73,81,66,76,57,70,67,11,15,14,11,9,Midfielder/Defender
brenden-aaronson,64,65,37,72,59,80,67,67,65,77,83,80,85,71,83,68,75,92,50.0,67,54,52,75,76,63,70,59,60,46,12,13,7,7,13,Midfielder/Defender
francisco-jose-navarro-aliaga,41,76,74,68,73,72,52,49,45,75,66,69,68,76,64,79,78,80,78.0,70,73,37,77,48,72,74,38,37,33,7,8,5,8,7,Forward
alex-kral,68,66,72,75,65,75,65,51,72,74,67,75,76,73,77,76,78,84,76.0,75,76,74,68,71,59,72,72,71,69,11,13,10,11,12,Midfielder/Defender
jacob-ramsey,68,76,56,76,59,79,70,54,69,77,76,75,80,77,85,79,77,79,77.0,73,68,69,75,73,53,76,64,73,64,14,9,8,6,12,Midfielder/Defender
robert-rojas,64,53,81,67,43,63,46,32,69,64,79,81,75,71,70,66,92,80,75.0,55,69,71,65,66,58,72,74,75,73,15,11,13,12,6,Midfielder/Defender
odilon-kossounou,58,26,75,67,28,66,33,23,69,69,71,77,63,70,56,52,74,76,81.0,24,74,74,38,57,32,65,74,77,76,5,8,6,10,6,Midfielder/Defender
carlos-neva-tey,75,48,65,72,37,70,54,35,52,70,77,77,74,71,71,65,56,80,60.0,50,69,73,68,51,48,66,72,74,73,8,11,9,6,12,Midfielder/Defender
amos-pieper,37,27,73,69,26,48,30,35,58,61,60,69,48,75,49,50,64,76,77.0,23,66,75,31,48,52,72,79,80,76,12,12,10,9,11,Midfielder/Defender
aihen-munoz-capellan,72,51,65,72,45,78,66,41,75,68,77,76,68,75,70,55,69,77,63.0,60,78,72,70,66,36,74,73,74,72,10,9,10,15,15,Midfielder/Defender
francisco-jose-garcia-torres,73,42,55,73,39,76,66,36,60,73,90,89,83,68,91,63,61,78,56.0,53,63,70,60,60,39,66,63,75,72,9,6,12,9,11,Midfielder/Defender
jeremy-doku,65,67,37,70,54,83,60,44,59,76,94,89,89,70,87,73,75,61,67.0,59,58,18,72,71,51,71,22,28,25,11,10,8,9,12,Forward
mykhailo-mudryk,69,66,39,66,47,80,62,63,64,79,89,87,86,67,75,69,60,64,53.0,64,62,28,69,73,52,70,51,52,38,10,12,14,6,7,Midfielder/Defender
harvey-elliott,74,64,40,75,58,79,61,57,70,79,82,75,87,72,87,62,40,70,37.0,63,36,38,72,78,59,73,37,40,32,10,10,6,14,7,Forward
silas-katompa-mvumpa,66,80,65,70,65,84,59,33,48,77,85,88,84,70,73,70,60,55,72.0,49,59,54,80,59,83,69,53,50,39,8,13,13,9,11,Midfielder/Defender
georginio-rutter,52,77,73,66,68,80,56,45,51,76,76,78,77,72,81,74,76,66,73.0,69,35,12,76,62,68,71,17,26,17,6,10,14,10,10,Forward
iddrisu-baba,46,46,64,75,42,66,46,48,67,65,63,63,51,70,60,59,58,79,78.0,54,80,75,43,67,52,57,73,79,77,10,9,10,14,6,Midfielder/Defender
kyogo-furuhashi,64,77,68,73,75,69,67,62,64,74,86,88,88,74,84,73,76,83,51.0,72,77,36,85,69,70,74,40,54,51,8,7,8,13,14,Forward
pietro-beruatto,66,37,64,65,45,65,57,44,60,67,68,72,68,63,58,57,70,83,67.0,45,57,75,22,43,48,56,72,82,78,14,5,12,10,12,Midfielder/Defender
marash-kumbulla,45,26,79,61,28,52,30,26,58,60,42,54,51,78,58,50,82,68,81.0,31,75,75,22,54,30,63,79,77,73,9,8,15,14,7,Midfielder/Defender
ersin-destanoglu,14,9,10,15,5,9,10,11,15,17,40,36,23,66,25,55,38,24,68.0,7,18,9,5,57,15,26,6,13,12,75,74,73,75,75,Goal Keeper
xavi-simons,62,65,50,76,56,77,72,65,70,80,86,84,86,72,82,67,53,71,58.0,63,74,61,73,76,63,75,48,61,52,9,11,5,8,10,Forward
toma-basic,72,57,75,76,59,74,77,77,75,75,58,55,62,75,62,81,68,78,81.0,75,71,72,73,75,51,73,70,73,71,13,10,11,11,7,Midfielder/Defender
michal-sadilek,69,57,64,75,55,71,68,67,71,73,75,72,75,72,84,66,79,84,74.0,68,78,73,62,65,62,69,72,73,73,7,15,9,14,15,Midfielder/Defender
santiago-gimenez,60,79,78,70,63,72,64,50,66,72,75,74,72,63,70,77,82,75,84.0,70,78,51,75,73,81,67,55,49,32,6,14,12,6,10,Forward
anibal-moreno,58,57,52,80,52,72,77,59,74,75,77,71,80,75,82,76,57,79,61.0,74,66,75,66,71,62,72,70,73,68,5,8,5,6,5,Midfielder/Defender
pavel-bucha,72,67,62,78,67,76,68,65,74,75,75,67,76,74,77,72,68,81,62.0,74,75,71,72,74,70,74,67,69,66,13,8,10,6,12,Midfielder/Defender
georgiy-bushchan,12,5,10,23,7,14,13,11,29,15,24,32,35,77,24,60,38,18,73.0,8,24,10,6,35,13,36,14,10,11,76,65,80,72,78,Goal Keeper
teddy-teuma,77,68,51,77,74,74,77,74,80,76,69,68,78,69,71,79,67,75,71.0,75,77,72,74,76,78,76,71,74,72,8,10,12,6,9,Midfielder/Defender
uros-racic,70,68,75,78,66,71,70,59,76,78,55,67,62,74,56,80,75,73,88.0,78,68,74,71,72,72,73,75,78,74,11,12,9,14,7,Midfielder/Defender
nehuen-perez,21,21,74,69,22,39,21,32,60,61,60,55,48,75,55,42,77,69,75.0,16,79,77,26,36,40,70,77,78,77,9,8,8,9,6,Midfielder/Defender
daniel-kofi-kyereh,58,77,59,72,69,82,60,60,60,78,88,76,89,74,86,71,85,79,58.0,67,44,24,74,71,52,65,24,15,17,5,8,5,10,11,Forward
andriy-lunin,15,8,12,25,12,11,14,15,26,15,39,35,36,74,25,55,56,32,61.0,7,22,19,11,60,19,56,22,13,11,74,71,73,75,76,Goal Keeper
djed-spence,71,38,48,68,27,77,49,28,47,72,87,90,79,73,66,54,60,76,63.0,45,46,71,50,44,37,65,67,73,64,13,8,7,11,6,Midfielder/Defender
yacine-adli,72,66,62,77,62,76,71,74,77,77,65,67,69,75,59,77,64,74,68.0,75,65,69,74,78,60,76,66,68,59,14,12,9,10,14,Midfielder/Defender
armand-lauriente,76,70,45,70,75,79,81,83,65,78,77,78,72,66,88,81,55,61,33.0,80,47,27,74,73,56,70,28,40,43,13,13,8,14,15,Forward
lois-openda,67,77,65,70,64,73,51,43,56,72,94,93,79,74,79,73,92,77,75.0,66,72,16,76,67,74,71,29,19,15,9,8,10,8,13,Forward
bryan-mbeumo,72,71,56,72,77,76,73,68,64,75,84,78,87,74,75,78,68,77,69.0,73,68,40,77,71,72,66,39,41,37,7,14,15,13,14,Forward
anthony-gordon,75,68,49,73,48,77,76,75,67,76,81,82,75,68,68,74,58,76,56.0,71,62,31,68,69,65,65,34,40,33,5,6,14,7,8,Midfielder/Defender
leonardo-balerdi,42,29,76,75,29,60,39,30,72,67,64,68,62,66,56,55,74,68,78.0,31,76,72,33,43,47,67,76,77,75,6,8,15,15,14,Midfielder/Defender
ricard-puig-marti,60,63,49,80,56,80,66,51,77,80,68,63,82,73,85,66,55,65,33.0,68,65,61,64,80,55,77,53,65,53,12,15,14,12,9,Midfielder/Defender
sebastiaan-bornauw,57,44,82,64,26,52,41,42,71,59,69,79,49,72,52,61,76,67,81.0,40,80,73,48,52,34,68,76,75,76,6,7,7,11,15,Midfielder/Defender
tariq-lamptey,76,47,54,71,32,77,60,35,62,70,92,83,85,71,95,48,63,62,31.0,36,75,71,55,59,40,73,70,72,74,15,13,12,5,13,Midfielder/Defender
alvaro-aguado-mendez,69,75,53,78,68,72,72,52,75,76,76,75,78,71,76,58,59,90,53.0,74,45,66,68,74,55,74,56,70,60,12,12,8,6,11,Midfielder/Defender
oumar-solet,31,35,68,74,33,69,35,34,71,68,80,86,68,69,36,64,80,73,89.0,39,75,74,59,56,42,69,74,74,70,12,14,10,14,15,Midfielder/Defender
albert-sambi-lokonga,68,53,61,79,58,78,71,68,77,81,63,69,78,72,68,68,71,77,63.0,63,72,77,65,75,41,80,64,73,68,14,7,6,13,9,Midfielder/Defender
aitor-ruibal-garcia,76,75,59,71,57,76,51,54,65,78,83,85,70,66,69,77,34,63,68.0,73,52,50,72,63,61,66,49,54,52,9,14,7,15,8,Midfielder/Defender
mateo-retegui,51,80,77,70,65,68,62,52,67,74,69,75,59,71,58,76,81,70,85.0,70,62,32,77,67,66,74,34,29,25,7,9,9,13,9,Forward
mohamed-bayo,57,78,70,66,73,75,69,51,46,75,69,70,67,77,54,78,57,60,73.0,70,38,23,77,62,73,75,24,19,16,14,14,5,11,14,Forward
jawad-el-yamiq,38,40,76,65,30,60,36,32,71,61,84,87,69,73,56,67,90,75,84.0,52,74,77,60,37,41,68,73,75,70,15,12,10,10,8,Midfielder/Defender
pape-gueye,58,37,63,76,45,68,46,35,72,72,62,64,55,76,52,75,73,79,79.0,59,79,75,63,62,42,67,70,76,74,12,12,12,14,12,Midfielder/Defender
calvin-bassey,71,36,73,69,49,70,63,37,64,70,79,89,70,66,78,64,80,90,88.0,36,76,71,60,58,44,66,72,76,73,9,7,5,8,7,Midfielder/Defender
hector-junior-firpo-adames,76,62,71,74,55,74,65,43,68,72,74,76,62,72,60,68,72,74,74.0,59,76,74,72,64,42,70,67,74,73,7,7,7,14,14,Midfielder/Defender
armando-obispo,41,35,72,75,37,62,41,58,73,70,74,78,69,72,66,64,87,73,84.0,41,73,74,29,47,39,62,72,72,76,12,14,11,8,8,Midfielder/Defender
youcef-atal,70,70,58,74,68,81,71,54,64,76,87,88,79,75,78,69,69,67,64.0,60,78,72,74,72,59,77,67,69,71,11,12,8,9,7,Midfielder/Defender
carles-perez-sayol,65,72,62,74,64,79,66,54,60,83,82,79,81,76,85,85,59,64,64.0,74,55,23,74,68,57,57,38,37,34,11,5,13,7,12,Forward
paulo-henrique-sampaio-filho,66,67,47,75,58,82,73,55,70,81,79,89,83,65,82,75,67,64,69.0,70,45,41,67,73,58,75,29,37,32,13,13,10,15,12,Midfielder/Defender
eldor-shomurodov,55,75,76,67,75,77,68,52,58,77,84,79,74,64,70,76,61,69,76.0,69,59,39,75,68,65,65,37,33,30,8,11,5,7,5,Forward
myron-boadu,52,77,61,68,72,75,62,59,54,75,90,87,84,77,74,77,83,74,67.0,67,47,23,79,66,66,73,29,22,18,9,15,14,6,11,Forward
masaya-okugawa,70,70,59,75,70,80,62,60,66,79,84,76,86,74,80,50,43,78,32.0,68,36,42,73,68,65,73,49,35,31,6,8,14,13,13,Forward
mitchel-bakker,65,47,71,74,38,72,59,46,65,71,79,89,65,70,64,75,73,75,77.0,47,77,69,63,58,48,64,71,75,70,14,7,11,8,9,Midfielder/Defender
ethan-pinnock,42,33,76,66,33,60,40,37,65,63,64,69,54,73,53,53,80,69,83.0,31,80,76,39,58,44,71,75,76,74,5,9,13,6,8,Midfielder/Defender
rodrigo-nascimento-franca,48,30,78,69,24,36,49,27,65,59,46,52,50,74,48,44,71,54,76.0,32,78,77,30,41,31,70,78,80,74,5,9,6,6,12,Midfielder/Defender
ruben-vargas,68,68,66,71,62,78,59,48,69,77,88,89,91,72,90,72,85,75,62.0,73,49,48,71,64,60,63,59,51,45,12,7,5,6,11,Midfielder/Defender
michael-richard-delgado-de-oliveira,60,73,55,68,63,87,43,43,57,78,87,81,89,70,93,70,68,72,53.0,67,42,38,70,71,58,62,33,13,11,6,14,12,14,7,Forward
ignacio-vidal-miralles,78,60,71,75,39,68,73,32,65,70,72,78,69,73,66,59,63,64,64.0,49,69,72,61,59,41,68,64,79,74,8,8,7,11,9,Midfielder/Defender
krepin-diatta,66,68,62,68,68,79,62,58,64,75,90,91,89,70,76,73,90,83,61.0,72,57,48,69,69,59,70,55,32,50,10,8,11,11,12,Midfielder/Defender
uriel-antuna,65,77,43,69,55,80,57,48,58,72,93,89,92,67,77,74,63,81,42.0,66,42,35,77,63,54,71,24,31,32,10,13,14,9,11,Midfielder/Defender
daniel-munoz,66,46,66,73,40,70,41,34,70,68,81,78,78,70,64,64,70,81,71.0,48,80,76,61,66,42,72,71,76,72,7,14,12,7,6,Midfielder/Defender
mady-camara,69,71,67,75,66,72,69,55,75,75,74,77,75,70,75,84,70,83,82.0,75,81,75,76,73,54,77,73,74,70,11,11,9,11,7,Midfielder/Defender
djordje-mihailovic,73,71,59,79,64,75,73,64,72,77,76,69,74,76,75,75,54,91,62.0,67,59,62,75,80,55,75,67,58,40,14,5,6,14,13,Forward
kiernan-dewsbury-hall,69,59,63,78,65,76,70,65,76,77,69,64,69,76,70,70,68,81,69.0,70,70,69,76,76,62,75,68,67,62,12,15,9,10,7,Midfielder/Defender
joe-willock,60,74,68,77,66,79,64,46,69,77,75,76,77,78,72,73,67,79,66.0,66,70,70,77,73,62,72,64,70,59,11,6,12,8,9,Midfielder/Defender
sean-longstaff,60,61,49,79,56,75,68,69,75,76,61,61,57,75,68,74,61,76,67.0,69,56,74,68,76,54,75,69,72,62,6,8,13,14,12,Midfielder/Defender
juan-camilo-hernandez-suarez,60,77,69,71,67,75,58,68,65,70,86,79,75,74,79,74,71,74,74.0,73,75,23,78,66,70,70,44,43,40,9,11,11,9,6,Midfielder/Defender
bernardo-cuesta,58,84,78,62,72,55,38,63,40,66,65,69,68,66,74,80,84,78,83.0,70,38,22,86,56,80,67,33,11,17,6,12,8,12,6,Forward
samuele-birindelli,67,44,58,69,39,70,58,53,68,72,83,85,81,68,80,63,74,79,60.0,45,63,73,57,55,56,63,70,72,72,10,10,15,15,8,Midfielder/Defender
michel-aebischer,69,66,62,80,48,75,67,65,79,76,73,69,75,71,72,68,68,85,72.0,69,65,69,68,74,51,70,65,64,61,10,9,15,9,15,Midfielder/Defender
anthony-caci,73,53,73,72,47,66,60,48,69,69,69,69,68,74,60,59,74,72,73.0,42,68,74,62,61,52,68,74,76,75,11,9,12,7,8,Midfielder/Defender
eduard-atuesta,65,55,49,80,46,76,76,73,76,75,67,60,75,76,80,70,65,79,67.0,55,69,71,67,76,57,76,70,71,66,15,12,12,12,13,Midfielder/Defender
aaron-martin-caricol,77,36,63,74,40,74,79,81,60,77,74,51,76,74,75,64,61,78,65.0,56,59,75,61,61,46,70,72,74,71,11,14,10,12,12,Midfielder/Defender
alam-cristian-lindeiro-couto,75,41,73,70,48,66,73,57,71,73,76,69,78,77,67,43,58,68,64.0,37,49,77,50,56,59,73,74,70,71,10,7,7,11,14,Midfielder/Defender
morgan-gibbs-white,67,69,58,75,59,77,67,65,74,75,77,75,81,73,75,74,60,71,66.0,71,62,58,72,76,58,74,57,57,56,7,7,14,15,11,Forward
sebastian-szymanski,78,68,58,74,47,75,80,72,73,76,85,82,85,72,82,67,52,70,34.0,73,62,25,74,78,54,73,36,46,32,9,10,10,14,14,Forward
gabriel-tadeu-strefezza-rebelato,72,69,31,77,51,77,72,46,69,75,85,80,89,71,84,57,63,77,36.0,63,50,29,75,74,54,61,32,25,28,15,15,8,10,6,Forward
ryan-sessegnon,77,68,55,76,55,76,71,31,65,78,84,80,79,73,78,67,66,75,60.0,55,67,68,76,74,61,76,69,71,64,6,11,7,8,7,Midfielder/Defender
pol-mikel-lirola-kosok,77,60,62,72,58,73,72,61,66,75,77,73,68,72,73,65,64,79,66.0,66,70,67,66,68,57,70,73,74,73,12,12,5,9,13,Midfielder/Defender
christian-kouame,63,75,77,70,66,78,52,45,58,75,78,87,77,73,68,73,85,76,71.0,66,71,36,78,69,61,70,34,38,32,15,13,6,7,14,Forward
andrea-pinamonti,48,77,75,64,74,70,55,54,42,74,73,75,69,73,74,79,74,81,75.0,73,55,16,77,45,78,62,15,30,24,14,10,15,7,11,Forward
michele-di-gregorio,13,9,11,28,11,18,17,14,19,20,35,23,38,63,35,53,66,44,62.0,18,26,15,9,38,17,56,21,14,10,77,74,71,75,78,Goal Keeper
santiago-comesana-veiga,49,69,66,77,49,70,48,55,73,75,61,55,62,72,55,70,61,76,76.0,74,64,70,63,71,50,73,76,76,72,8,11,11,6,9,Midfielder/Defender
guus-til,56,80,78,77,63,72,60,63,73,74,67,71,68,77,63,73,72,87,71.0,67,72,68,83,73,66,75,54,59,57,12,6,12,11,14,Forward
